facility,state,nameOfFacility,date,confirmedResidents,confirmedStaff,deathsResidents,deathsStaff,residentsRecovered,staffRecovered,residentsTested,staffTested,residentPopulation,address,zipcode,city,county,latitude,longitude,FIPS
state,Maryland,CMCF CENTRAL MARYLAND CF,12/2/2020,60,21,2,0,58,21,647,137,,,,,,,,17015
federal,Maryland,CUMBERLAND FCI,12/2/2020,37,,0,0,12,15,399,,,14601 BURBRIDGE RD SE,21502,CUMBERLAND,ALLEGANY,39.59681,-78.75294,24001
state,Maryland,DRCF DORSEY RUN CF,12/2/2020,62,39,1,0,61,39,"1,499",342,,2020 TOULSON ROAD,20794,JESSUP,ANNE ARUNDEL,39.13906251,-76.77697334,24003
state,Maryland,ECI EASTERN CI,12/2/2020,287,110,0,0,49,77,"5,842",1023,,30420 REVELLS NECK RD,21890,WESTOVER,SOMERSET,38.15738518,-75.70440049,24039
state,Maryland,EPRU EASTERN PRE RELEASE UNIT,12/2/2020,0,1,0,0,0,1,202,46,,,,,,,,
state,Maryland,JESSUP CORRECTIONAL INSTITUTION,12/2/2020,156,92,2,0,147,81,"3,703",1158,,7803 House of Correction Rd,20794,JESSUP,ANNE ARUNDEL,39.1416755,-76.7703613,24003
federal,Maryland,JESUP FCI,12/2/2020,409,,1,0,404,3,693,,,,,,,,,
state,Maryland,MARYLAND CORRECTIONAL INSTITUTION JESSUP,12/2/2020,151,40,0,0,149,37,"1,365",539,,,,,,39.1416755,-76.7703613,
state,Maryland,MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN,12/2/2020,17,19,0,0,16,12,"3,932",523,,18800 ROXBURY RD,21746,HAGERSTOWN,WASHINGTON,39.56483486,-77.71487398,24043
state,Maryland,MCI H MARYLAND CI HAGERSTOWN,12/2/2020,112,57,3,0,106,55,"1,418",581,,,,,,,,24043
state,Maryland,MCI W MARYLAND CI FOR WOMEN,12/2/2020,29,72,0,0,29,63,"1,234",561,,7943 BROCK BRIDGE RD,20794,JESSUP,ANNE ARUNDEL,39.132672,-76.775413,24003
federal,Maryland,MID ATLANTIC RO,12/2/2020,,,0,0,0,5,,,,,,,,,,
state,Maryland,MRDCC MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER,12/2/2020,27,46,0,0,24,41,"1,527",341,,550 E MADISON ST,21202,BALTIMORE,BALTIMORE CITY,39.2991796,-76.6068221,24510
state,Maryland,MTC METROPOLITAN TRANSITION CENTER BALTIMORE,12/2/2020,116,91,2,0,81,72,"1,809",704,,954 FORREST ST,21202,BALTIMORE,BALTIMORE CITY,39.30006162,-76.60856614,24510
state,Maryland,NBCI NORTH BRANCH CI,12/2/2020,187,84,0,0,142,30,"2,747",513,,14100 MCMULLEN HWY SW,21502,CUMBERLAND,ALLEGANY,39.60247303,-78.81802382,24001
state,Maryland,NON RESIDENTIAL LOCATION,12/2/2020,4,34,1,0,4,31,176,610,,,,,,,,
state,Maryland,PATX PATUXENT INSTITUTION,12/2/2020,40,73,1,0,39,69,"1,522",571,,7555 WATERLOO RD,20794,JESSUP,HOWARD,39.1640425,-76.7803021,24027
state,Maryland,RCI ROXBURY CI,12/2/2020,181,42,1,0,166,35,"2,496",434,,18701 ROXBURY RD,21746,HAGERSTOWN,WASHINGTON,39.5585136,-77.7151794,24043
state,Maryland,SMPRU SOUTHERN MARYLAND PRE RELEASE UNIT,12/2/2020,0,3,0,0,0,3,245,45,,,,,,,,24037
federal,Maryland,VOLUNTEERS OF AMERICA INC BALTIMORE,12/2/2020,27,,0,0,1,0,27,,,,,,,,,
state,Maryland,WCI WESTERN CI,12/2/2020,21,74,0,0,8,27,"2,711",746,,13800 MCMULLEN HWY SW,21502,CUMBERLAND,ALLEGANY,39.60675169,-78.81541984,24001
state,Maryland,YDC YOUTH DETENTION CENTER,12/2/2020,5,10,0,0,5,8,257,156,,,,,,,,
state,Massachusetts,BOSTON PRE,12/2/2020,0,2,,,,,128,28,,430 CANTERBURY ST,2131,ROSLINDALE,SUFFOLK,42.29249533,-71.10138368,25025
state,Massachusetts,BSH,12/2/2020,18,0,,,,,600,1,,20 ADMINISTRATION RD,2324,BRIDGEWATER,PLYMOUTH,41.94236268,-70.95533897,25023
federal,Massachusetts,COOLIDGE HOUSE,12/2/2020,3,,0,0,2,0,7,,,,,,,,,
federal,Massachusetts,DEVENS FMC,12/2/2020,47,,2,0,43,15,764,,,42 PATTON ROAD,1434,DEVENS,WORCESTER,42.52538943,-71.62068113,25027
state,Massachusetts,LSH,12/2/2020,8,5,,,,,0,0,,180 MORTON ST,2130,JAMAICA PLAIN,SUFFOLK,42.29954332,-71.10186116,25025
state,Massachusetts,MASAC,12/2/2020,39,2,,,,,418,159,,1 BUMP POND RD,2360,PLYMOUTH,PLYMOUTH,41.84954067,-70.66055521,25023
state,Massachusetts,MCI C,12/2/2020,116,52,,,,,"1,834",501,,99 LORING DRIVE,1701,FRAMINGHAM,MIDDLESEX,42.26751289,-71.40741919,25017
state,Massachusetts,MCI CJ,12/2/2020,6,21,,,,,"1,041",345,,2405 MAIN ST,2071,SOUTH WALPOLE,NORFOLK,42.10625584,-71.28979656,25021
state,Massachusetts,MCI F,12/2/2020,87,20,,,,,409,75,,99 LORING DRIVE,1701,FRAMINGHAM,MIDDLESEX,42.26751289,-71.40741919,25017
state,Massachusetts,MCI NORFOLK,12/2/2020,299,29,,,,,"3,054",481,1251,2 CLARK ST,2056,NORFOLK,NORFOLK,42.11912903,-71.30417136,25021
state,Massachusetts,MCI SHIRLEY,12/2/2020,409,53,,,,,"2,823",142,992,1 HARVARD RD,1464,SHIRLEY,MIDDLESEX,42.52777547,-71.64478578,25017
state,Massachusetts,MTC,12/2/2020,133,21,,,,,784,52,,30 ADMINISTRATION RD,2324,BRIDGEWATER,PLYMOUTH,41.94603,-70.95615,25023
state,Massachusetts,NCCI GARDN,12/2/2020,124,3,,,,,"1,222",64,,500 COLONY ROAD,1440,GARDNER,WORCESTER,42.57979064,-71.94163001,25027
state,Massachusetts,NECC,12/2/2020,0,5,,,,,341,33,,1 BARRETTS MILL RD,1742,WEST CONCORD,MIDDLESEX,42.47226271,-71.3979684,25017
state,Massachusetts,NON FACILITY,12/2/2020,0,18,,,,,0,35,,,,,,,,
state,Massachusetts,OCCC,12/2/2020,0,14,,,,,"1,156",412,,1 ADMINISTRATION ROAD,2324,BRIDGEWATER,PLYMOUTH,41.949505,-70.958108,25023
state,Massachusetts,PONDVILLE,12/2/2020,1,3,,,,,258,8,,1 INDUSTRIES DR,2056,NORFOLK,NORFOLK,42.10844241,-71.29302577,25021
state,Massachusetts,SBCC,12/2/2020,2,22,,,,,727,264,,1 HARVARD RD,1464,SHIRLEY,WORCESTER,42.5323792,-71.6506575,25027
state,Massachusetts,SMCC,12/2/2020,0,0,,,,,64,2,,135 WESTERN AVENUE,1701,FRAMINGHAM,MIDDLESEX,42.26527533,-71.40592072,25017
state,Michigan,ALGER CORRECTIONAL FACILITY,12/2/2020,127,12,0,0,,,862,,,N6141 INDUSTRIAL PARK DR,49862,MUNISING,ALGER,46.37861565,-86.63961732,26003
state,Michigan,BARAGA CORRECTIONAL FACILITY,12/2/2020,65,48,0,0,,,807,,,13924 WADAGA RD,49908,BARAGA,BARAGA,46.76254867,-88.51121638,26013
state,Michigan,BELLAMY CREEK CORRECTIONAL FACILITY,12/2/2020,369,58,1,0,,,"1,846",,,1727 W BLUEWATER HWY,48846,IONIA,IONIA,42.9779589,-85.1058981,26067
state,Michigan,CARSON CITY CORRECTIONAL FACILITY,12/2/2020,273,102,0,0,,,"2,354",,,10274 BOYER RD,48811,CARSON CITY,MONTCALM,43.16055265,-84.8706099,26117
state,Michigan,CENTRAL MICHIGAN CORRECTIONAL FACILITY,12/2/2020,1547,185,2,0,,,"2,621",,,320 N HUBBARD,48880,ST LOUIS,GRATIOT,43.41349391,-84.59269546,26057
state,Michigan,CENTRAL OFFICE,12/2/2020,,21,,0,,,,,,,,,,,,
state,Michigan,CHARLES E EGELER RECEPTION AND GUIDANCE CENTER,12/2/2020,1107,132,6,0,,,"2,995",,,3855 COOPER ST,49201,JACKSON,JACKSON,42.3000507,-84.3910401,26075
federal,Michigan,CHERRY STREET SERVICES INC RRC GRAND RAPIDS,12/2/2020,3,,0,0,3,0,3,,,100 CHERRY ST SE,49503,GRAND RAPIDS,,42.959376,-85.655524,26081
state,Michigan,CHIPPEWA CORRECTIONAL FACILITY,12/2/2020,280,33,1,0,,,"2,177",,,4269 W M-80,49784,KINCHELOE,CHIPPEWA,46.25739619,-84.45543766,26033
state,Michigan,COOPER STREET CORRECTIONAL FACILITY,12/2/2020,257,53,0,0,,,"1,530",,,3100 COOPER ST,49201,JACKSON,JACKSON,42.29594082,-84.39699376,26075
state,Michigan,DETROIT DETENTION CENTER,12/2/2020,,9,,0,,,,,,17601 MOUND RD,48212,DETROIT,WAYNE,42.4237282,-83.04767905,26163
state,Michigan,DETROIT REENTRY CENTER,12/2/2020,25,24,2,1,,,85,,,17600 RYAN RD,48212,DETROIT,WAYNE,42.4237514,-83.060677,26163
state,Michigan,DUANE WATERS HEALTH CENTER,12/2/2020,24,,2,,,,140,,,3857 COOPER ST,49201,JACKSON,,42.2983416,-84.3877459,26075
state,Michigan,EARNEST C BROOKS CORRECTIONAL FACILITY,12/2/2020,619,53,0,0,,,"1,207",,,2400 S SHERIDAN DR,49442,MUSKEGON,MUSKEGON,43.21016802,-86.17885516,26121
state,Michigan,ELECTRONIC MONITORING CENTER,12/2/2020,,1,,0,,,,,,,,,,,,
state,Michigan,FIELD OPERATIONS ADMINISTRATION METRO,12/2/2020,,44,,1,,,,,,,,,,,,
state,Michigan,FIELD OPERATIONS ADMINISTRATION OUTSTATE,12/2/2020,,35,,0,,,,,,,,,,,,
state,Michigan,G ROBERT COTTON CORRECTIONAL FACILITY,12/2/2020,792,65,4,0,,,"1,692",,,3500 N ELM RD,49201,JACKSON,JACKSON,42.28816782,-84.38996269,26075
state,Michigan,GUS HARRISON CORRECTIONAL FACILITY,12/2/2020,1146,98,5,1,,,"1,950",,,2727 E BEECHER ST,49221,ADRIAN,LENAWEE,41.88608464,-84.00729219,26091
state,Michigan,IONIA CORRECTIONAL FACILTY,12/2/2020,304,63,0,0,,,665,,,1576 W BLUEWATER HWY,48846,IONIA,IONIA,42.98441226,-85.10165355,26067
state,Michigan,IONIA REGIONAL WAREHOUSE,12/2/2020,,3,,0,,,,,,,,,,,,
state,Michigan,JACKSON REGIONAL OFFICE,12/2/2020,,3,,0,,,,,,,,,,,,
state,Michigan,JACKSON REGIONAL WAREHOUSE,12/2/2020,,4,,0,,,,,,,,,,,,26075
state,Michigan,JACKSON TRAINING CENTER,12/2/2020,,2,,0,,,,,,,,,,,,
state,Michigan,KINROSS CORRECTIONAL FACILITY,12/2/2020,1115,104,5,0,,,"1,536",,,4533 W INDUSTRIAL PARK DRIVE,49788,KINCHELOE,CHIPPEWA,46.24908495,-84.4546902,26033
state,Michigan,KINROSS REGIONAL OFFICE,12/2/2020,,3,,0,,,,,,,,,,,,
state,Michigan,LAKELAND CORRECTIONAL FACILITY,12/2/2020,817,68,23,0,,,"1,441",,,141 FIRST ST,49036,COLDWATER,BRANCH,41.96544296,-84.99596572,26023
state,Michigan,MACOMB CORRECTIONAL FACILITY,12/2/2020,271,61,5,0,,,"1,321",,,34625 26 MILE RD,48048,NEW HAVEN,MACOMB,42.72443715,-82.76346857,26099
state,Michigan,MARQUETTE BRANCH PRISON,12/2/2020,846,169,0,0,,,"1,006",,,1960 US HWY 41 S,49855,MARQUETTE,MARQUETTE,46.51061029,-87.38141778,26103
state,Michigan,MICHIGAN REFORMATORY,12/2/2020,6,31,0,0,,,"1,189",,,1342 W MAIN ST,48846,IONIA,IONIA,42.97582655,-85.09418144,26067
federal,Michigan,MILAN FCI,12/2/2020,79,,3,0,85,55,512,,,4004 E ARKONA RD,48160,MILAN,WASHTENAW,42.09466456,-83.6685708,26161
state,Michigan,MUSKEGON CORRECTIONAL FACILITY,12/2/2020,1115,75,9,0,,,"1,401",,,2400 S SHERIDAN DR,49442,MUSKEGON,MUSKEGON,43.21016802,-86.17885516,26121
state,Michigan,NEWBERRY CORRECTIONAL FACILITY,12/2/2020,784,63,0,0,,,"1,066",,,13747 E COUNTY ROAD 428,49868,NEWBERRY,LUCE,46.33045373,-85.50773486,26095
federal,Michigan,NORTH LAKE CI,12/2/2020,,,2,0,107,0,,,,1805 WEST 32ND STREET,49304,BALDWIN,LAKE,,,26085
state,Michigan,OAKS CORRECTIONAL FACILITY,12/2/2020,15,24,0,0,,,"1,032",,,1500 CABERFAE HWY,49660,MANISTEE,MANISTEE,44.24570899,-86.27001593,26101
state,Michigan,PARNALL CORRECTIONAL FACILITY,12/2/2020,511,87,10,0,,,"1,527",,,1780 E PARNALL RD,49201,JACKSON,JACKSON,42.29128,-84.38861,26075
state,Michigan,RICHARD A HANDLON CORRECTIONAL FACILITY,12/2/2020,776,86,2,0,,,"1,231",,,1728 BLUEWATER HWY,48846,IONIA,IONIA,42.98248,-85.1060505,26067
state,Michigan,SAGINAW CORRECTIONAL FACILITY,12/2/2020,31,37,0,0,,,"1,419",,,9625 PIERCE RD,48623,FREELAND,SAGINAW,43.50694671,-84.1034509,26145
state,Michigan,SOUTHERN REGION ACADEMY,12/2/2020,,3,,0,,,,,,,,,,,,
state,Michigan,ST LOUIS CORRECTIONAL FACILITY,12/2/2020,184,51,0,0,,,"1,154",,,8585 N CROSWELL RD,48880,ST LOUIS,GRATIOT,43.41654906,-84.59214985,26057
state,Michigan,THUMB CORRECTIONAL FACILITY,12/2/2020,309,38,7,0,,,982,,,3225 JOHN CONLEY DR,48446,LAPEER,LAPEER,43.03511898,-83.34837185,26087
state,Michigan,WOMENS HURON VALLEY CORRECTIONAL FACILITY,12/2/2020,312,69,4,0,,,"2,191",,,3201 BEMIS RD,48197,YPSILANTI,WASHTENAW,42.17500449,-83.69201372,26161
state,Michigan,WOODLAND CENTER CORRECTIONAL FACILITY,12/2/2020,27,38,1,0,,,320,,,9036 E M-36,48189,WHITMORE LAKE,LIVINGSTON,42.43844178,-83.77209374,26093
state,Minnesota,CENTRAL OFFICE,12/2/2020,,14,,,,3,,,,,,,,,,
federal,Minnesota,DULUTH FPC,12/2/2020,200,,0,0,127,16,283,,,,,,,,,
state,Minnesota,FIELD SERVICES,12/2/2020,,40,,,,11,,,,,,,,,,
county,Minnesota,HENNEPIN COUNTY JAIL,12/2/2020,275,,,,,,"3,586",,,,,,,,,
state,Minnesota,MCF-FARIBAULT,12/2/2020,688,101,2,,205,36,"16,532",,,,,,,,,
state,Minnesota,MCF-LINO LAKES,12/2/2020,347,88,,,334,76,"18,109",,,,,,,,,
state,Minnesota,MCF-MOOSE LAKE,12/2/2020,102,67,,,101,51,"4,125",,,,,,,,,
state,Minnesota,MCF-OAK PARK HEIGHTS,12/2/2020,42,70,1,,34,47,"3,100",,,,,,,,,
state,Minnesota,MCF-RED WING,12/2/2020,1,11,,,1,7,340,,,,,,,,,
state,Minnesota,MCF-RUSH CITY,12/2/2020,206,63,1,,201,40,"5,754",,,,,,,,,
state,Minnesota,MCF-SAINT CLOUD,12/2/2020,624,133,,,564,97,"9,867",,,,,,,,,
state,Minnesota,MCF-SHAKOPEE,12/2/2020,18,34,,,16,19,"3,784",,,,,,,,,
state,Minnesota,MCF-STILLWATER,12/2/2020,965,198,1,,924,163,"10,052",,,,,,,,,
state,Minnesota,MCF-TOGO,12/2/2020,0,1,,,,1,118,,,,,,,,,
state,Minnesota,MCF-WILLOW RIVER,12/2/2020,76,7,,,82,6,537,,,,,,,,,
state,Minnesota,MINNCOR-RSVL,12/2/2020,,2,,,,1,,,,,,,,,,
federal,Minnesota,ROCHESTER FMC,12/2/2020,114,,0,0,103,29,399,,,2110 E CENTER ST,55904,ROCHESTER,OLMSTED,44.02434943,-92.43638072,27109
federal,Minnesota,SANDSTONE FCI,12/2/2020,236,,0,0,237,1,551,,,,,,,,,
federal,Minnesota,VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,12/2/2020,10,,0,0,10,0,10,,,,,,,,,
federal,Minnesota,WASECA FCI,12/2/2020,443,,0,0,439,15,585,,,,,,,,,
state,Mississippi,ALCORN COUNTY CORRECTIONAL FACILITY,12/2/2020,0,,,,0,,,,,2839 SOUTH HARPER RD,38834,CORINTH,ALCORN,34.9103402,-88.5518458,28003
state,Mississippi,BOLIVAR COUNTY CORRECTIONAL FACILITY,12/2/2020,2,,,,2,,,,,2792 HWY 8 W,38732,CLEVELAND,BOLIVAR,33.76874715,-90.80462361,28011
state,Mississippi,CARROLL MONTGOMERY COUNTY CORRECTIONAL FACILITY,12/2/2020,118,,,,118,,,,,33714 MS HWY 35,39176,VAIDEN,CARROLL,33.33754675,-89.77247003,28015
state,Mississippi,CENTRAL MISSISSIPPI CORRECTIONAL INSTITUTION PEARL,12/2/2020,95,,,,95,,,,,3794 STATE HWY 468,39208,PEARL,RANKIN,32.22771319,-90.05899543,28121
state,Mississippi,CHICKASAW COUNTY CORRECTIONAL FACILITY,12/2/2020,2,,,,2,,,,,120 LANCASTER CIRCLE,38851,HOUSTON,CHICKASAW,33.92045894,-89.02197885,28017
state,Mississippi,DELTA CORRECTIONAL FACILITY,12/2/2020,3,,,,3,,,,,,,,,,,
state,Mississippi,EAST MISSISSIPPI CORRECTIONAL FACILITY MERIDIAN,12/2/2020,19,,,,19,,,,,10641 HWY 80 W,39307,MERIDIAN,LAUDERDALE,32.33866728,-88.79875521,28075
state,Mississippi,GEORGE COUNTY CORRECTIONAL FACILITY,12/2/2020,235,,,,235,,,,,154 INDUSTRIAL PARK RD,39452,LUCEDALE,GEORGE,30.93037593,-88.58691025,28039
state,Mississippi,HOLMES HUMPHREYS COUNTY CORRECTIONAL FACILITY,12/2/2020,0,,,,0,,,,,23234 HWY 12 E,39095,LEXINGTON,HOLMES,33.10591845,-90.02500712,28051
state,Mississippi,ISSAQUENA COUNTY CORRECTIONAL FACILITY,12/2/2020,51,,,,51,,,,,22746 MS HWY 1,39113,MAYERSVILLE,ISSAQUENA,32.9001814,-91.04858068,28055
state,Mississippi,JEFFERSON FRANKLIN COUNTY CORRECTIONAL FACILITY,12/2/2020,0,,,,0,,,,,279 HWY 33,39069,FAYETTE,JEFFERSON,31.70070566,-91.07479296,28063
state,Mississippi,KEMPER NESHOBA COUNTY CORRECTIONAL FACILITY,12/2/2020,2,,,,2,,,,,374 STENNIS INDUSTRIAL PARK RD,39328,DEKALB,KEMPER,32.77048178,-88.68436064,28069
state,Mississippi,LEAKE COUNTY CORRECTIONAL FACILITY,12/2/2020,74,,,,74,,,,,399 C O BROOKS ST,39051,CARTHAGE,LEAKE,32.73333399,-89.52348483,28079
state,Mississippi,MARION WALTHALL COUNTY CORRECTIONAL FACILITY,12/2/2020,15,,,,15,,,,,503 S MAIN ST,39429,COLUMBIA,MARION,31.24948905,-89.83684982,28091
state,Mississippi,MARSHALL COUNTY CORRECTIONAL FACILITY HOLLY SPRINGS,12/2/2020,71,,,,1,,,,,833 WEST ST,38635,HOLLY SPRINGS,MARSHALL,34.79629472,-89.43791794,28093
state,Mississippi,MISSISSIPPI STATE PENITENTIARY PARCHMAN,12/2/2020,85,,,,85,,,,,US HWY 49 W,38738,PARCHMAN,SUNFLOWER,33.92656612,-90.5455116,28133
federal,Mississippi,RRC HATTIESBURG MISSISSIPPI,12/2/2020,1,,1,0,0,0,1,,,,,,,,,
state,Mississippi,SOUTH MISSISSIPPI CORRECTIONAL INSTITUTION LEAKESVILLE,12/2/2020,20,,,,6,,,,,22689 STATE HWY 63 N,39451,LEAKESVILLE,GREENE,31.17640585,-88.60693722,28041
state,Mississippi,STONE COUNTY CORRECTIONAL FACILITY,12/2/2020,8,,,,8,,,,,1420 INDUSTRIAL PARK RD,39577,WIGGINS,STONE,30.83619281,-89.13456299,28131
state,Mississippi,TALLAHATCHIE COUNTY CORRECTIONAL FACILITY,12/2/2020,47,,,,47,,,,,,,,,,,
state,Mississippi,WASHINGTON COUNTY CORRECTIONAL FACILITY,12/2/2020,2,,,,2,,,,,60 STOKES KING ROAD,38701,GREENVILLE,WASHINGTON,33.33414116,-91.13601515,28151
state,Mississippi,WILKINSON COUNTY CORRECTIONAL FACILITY WOODVILLE,12/2/2020,9,,,,9,,,,,2999 US HWY 61 N,39669,WOODVILLE,WILKINSON,31.13830074,-91.277349,28157
state,Mississippi,WINSTON CHOCTAW COUNTY CORRECTIONAL FACILITY,12/2/2020,18,,,,18,,,,,2460 STATE HWY 25 N PO DRAWER 1437,39339,LOUISVILLE,WINSTON,33.16954162,-89.05528311,28159
federal,Mississippi,YAZOO CITY LOW FCI,12/2/2020,87,,3,0,84,9,379,,,2225 HALEY BARBOUR PARKWAY,39194,YAZOO CITY,YAZOO,32.88848416,-90.43217012,28163
federal,Mississippi,YAZOO CITY MEDIUM FCI,12/2/2020,100,,0,0,10,10,497,,,2225 HALEY BARBOUR PARKWAY,39194,YAZOO CITY,YAZOO,32.8793,-90.4162,28163
federal,Mississippi,YAZOO CITY USP,12/2/2020,167,,1,0,87,12,"1,141",,,2225 HALEY BARBOUR PARKWAY,39194,YAZOO CITY,YAZOO,32.89176224,-90.44593845,28163
state,Mississippi,YAZOO COUNTY CORRECTIONAL FACILITY,12/2/2020,26,,,,26,,,,,625 W JEFFERSON ST,39194,YAZOO CITY,YAZOO,32.884262,-90.4369888,28163
state,Missouri,ACC JEFFERSON CITY,12/2/2020,,,,,135,53,,,,8200 NO MORE VICTIMS RD,65101,JEFFERSON CITY,COLE,38.55187713,-92.04693637,29051
state,Missouri,BONNE TERRE EASTERN RECEPTION DIAGNOSTICS CORRECTIONAL CENTER,12/2/2020,,,,,418,142,,,,,,,,,,
state,Missouri,BOONVILLE CC,12/2/2020,,,,,148,71,,,,,,,,,,
state,Missouri,BOWLING GREEN NECC,12/2/2020,,,,,90,113,,,,,,,,,,
state,Missouri,CHARLESTON SECC,12/2/2020,,,,,205,111,,,,,,,,,,
state,Missouri,CILLICOTHE,12/2/2020,,,,,266,69,,,,,,,,,,
federal,Missouri,DISMAS HOUSE OF ST LOUIS RRC,12/2/2020,2,,,,,,2,,,,,,,,,
state,Missouri,FARMINGTON CORRECTIONAL CENTER,12/2/2020,,,,,525,162,,,,,,,,,,
state,Missouri,FORDLAND OCC,12/2/2020,,,,,137,31,,,,,,,,,,
state,Missouri,FULTON CTCC,12/2/2020,,,,,20,7,,,,,,,,,,
state,Missouri,FULTON FRDC,12/2/2020,,,,,324,69,,,,,,,,,,
state,Missouri,JCCC JEFFERSON CITY,12/2/2020,,,,,321,120,,,,,,,,,,
state,Missouri,KCRC KANASAS CITY,12/2/2020,,,,,5,7,,,,651 MULBERRY ST,64101,KANSAS CITY,JACKSON,39.10671402,-94.59760549,29095
state,Missouri,LICKING SCCC,12/2/2020,,,,,56,52,,,,,,,,,,
state,Missouri,MARYVILLE TREATMENT CENTER,12/2/2020,,,,,48,41,,,,,,,,,,
state,Missouri,MOBERLY MCC,12/2/2020,,,,,218,59,,,,,,,,,,
state,Missouri,PACIFIC MECC,12/2/2020,,,,,189,51,,,,,,,,,,
state,Missouri,POTOSI PCC,12/2/2020,,,,,114,104,,,,,,,,,,
federal,Missouri,SOUTHEAST MO BEHAVIORAL HEALTH INC RESIDENTIAL REENTRY CENTER,12/2/2020,2,,0,0,2,0,2,,,5536 HWY 32,63640,FARMINGTON,,37.3148783,-89.5280438,29187
federal,Missouri,SPRINGFIELD MCFP,12/2/2020,295,,8,0,274,130,578,,,,,,,,,
state,Missouri,STATEWIDE,12/2/2020,,,36,4,,,"71,843",,,,,,,,,
state,Missouri,TCSTL ST LOUIS PROBATION PAROLE,12/2/2020,,,,,4,27,,,,,,,,,,
state,Missouri,TIPTON TCC,12/2/2020,,,,,125,52,,,,,,,,,,
state,Missouri,WERDCC VANDALIA,12/2/2020,,,,,468,42,,,,,,,,,,
state,Missouri,WMCC CAMERON,12/2/2020,,,,,200,141,,,,,,,,,,
state,Missouri,WRDCC ST JOSEPH,12/2/2020,,,,,193,116,,,,3305 FARAON STREET,64506,ST JOSEPH,BUCHANAN,,,29021
federal,Montana,ALPHA HOUSE,12/2/2020,4,,0,0,3,0,4,,,,,,,,,
state,Montana,ALPHA HOUSE BILLINGS,12/2/2020,21,2,,,,,,,,3109 1ST AVENUE NORTH,59101,BILLINGS,YELLOWSTONE,45.7804008,-108.5100514,30111
state,Montana,CCP EAST BUTTE,12/2/2020,20,5,,,,,,,,471 E MERCURY ST,59701,BUTTE,,46.0120474,-112.5261254,30093
state,Montana,CCP WEST AND WATCH WEST WARM SPRINGS,12/2/2020,2,4,,,,,,,,300 GARNET WAY,59756,WARM SPRINGS,DEER LODGE,46.18151896,-112.7906201,30023
state,Montana,CROSSROADS CORRECTIONAL CENTER,12/2/2020,260,,,,,,,,,50 CROSSROADS DR,59474,SHELBY,TOOLE,48.50205636,-111.8945309,30101
state,Montana,GALLATIN REENTRY PROGRAM BOZEMAN,12/2/2020,2,2,,,,,,,,605 SOUTH 16TH AVE,59715,BOZEMAN,GALLATIN,45.67416096,-111.0586248,30031
state,Montana,GREAT FALLS REGIONAL PRISON,12/2/2020,11,,,,,,,,,3800 ULM NORTH FRONTAGE RD,59404,GREAT FALLS,CASCADE,47.46897214,-111.3676251,30013
state,Montana,GREAT FALLS TRANSITION CENTER,12/2/2020,2,0,,,,,,,,1019 15TH ST N,59401,GREAT FALLS,CASCADE,47.51679353,-111.2799605,30013
state,Montana,MONTANA STATE PRISON,12/2/2020,460,155,,,,,,,,400 CONLEY LAKE RD,59722,DEER LODGE,POWELL,46.38302489,-112.8003205,30077
state,Montana,MONTANA WOMENS PRISON,12/2/2020,119,22,,,,,,,,701 S 27TH ST,59101,BILLINGS,YELLOWSTONE,45.77505111,-108.4954744,30111
state,Montana,NEXUS TREATMENT PROGRAM LEWISTOWN,12/2/2020,14,0,,,,,,,,111 SKYLINE DRIVE,59457,LEWISTOWN,FERGUS,47.04761779,-109.4543307,30027
state,Montana,PASSAGES BILLINGS,12/2/2020,18,0,,,,,,,,1001 SOUTH 27TH STREET,59101,BILLINGS,YELLOWSTONE,45.7719921,-108.4931352,30111
state,Montana,PINE HILLS CORRECTIONAL FACILITY,12/2/2020,14,14,,,,,,,,4 N HAYNES AVE,59301,MILES CITY,CUSTER,46.40832661,-105.8205574,30017
state,Montana,RIVERSIDE SPECIAL NEEDS UNIT,12/2/2020,0,0,,,,,,,,,,,,,,
state,Montana,START ASSESSMENT CENTER ANACONDA,12/2/2020,68,7,,,,,,,,801 HIGHWAY 48,59711,ANACONDA,,46.13478,-112.88315,30023
state,Montana,STATEWIDE,12/2/2020,,,4,0,,,,,,,,,,,,
state,Nebraska,STATEWIDE,12/2/2020,677,,4,,312,,"4,755",,,,,,,,,
state,Nevada,CASA GRANDE PRISON,12/2/2020,0,12,0,0,0,1,,,,3955 W RUSSELL RD,89118,LAS VEGAS,CLARK,36.08578404,-115.1923188,32003
state,Nevada,ELY STATE PRISON,12/2/2020,13,29,0,0,1,4,,,,4569 N STATE ROUTE,89301,ELY,WHITE PINE,39.38553748,-114.9384718,32033
state,Nevada,FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER,12/2/2020,3,25,0,0,4,7,,,,4370 SMILEY RD,89115,LAS VEGAS,CLARK,36.25751807,-115.0769684,32003
federal,Nevada,GEO CARE RRC LAS VEGAS,12/2/2020,9,,0,0,5,0,9,,,,,,,,,
state,Nevada,HIGH DESERT STATE PRISON INDIAN VALLEY,12/2/2020,69,109,0,0,13,9,,,,22010 COLD CREEK RD,89070,INDIAN SPRINGS,CLARK,36.51602216,-115.5846619,32003
